brand,model,age,km_driven,transmission,owner,fuel_type,posted_date,ask_price,log_price
Other_Brands,Ecosport,9,81000,Manual,second,Diesel,Nov-24,500000,13.122363377404328
Toyota,Innova,12,180555,Manual,second,Diesel,Nov-24,1075000,13.8878312195439
Other_Brands,KWID,8,61500,Manual,second,Petrol,Nov-24,320000,12.676076274775909
Maruti Suzuki,Other_Models,14,88000,Manual,second,Hybrid/CNG,Nov-24,175000,12.072541252905651
Mercedes-Benz,Other_Models,10,82000,Automatic,second,Diesel,Nov-24,2450000,14.71159858252091
Maruti Suzuki,Other_Models,6,59000,Automatic,first,Petrol,Nov-24,475000,13.071070083016778
Maruti Suzuki,Ertiga,9,41000,Manual,second,Petrol,Nov-24,750000,13.527828485512494
Other_Brands,Other_Models,11,98400,Manual,second,Diesel,Nov-24,345000,12.751299696013497
Maruti Suzuki,Ciaz,3,26000,Automatic,second,Petrol,Nov-24,1000000,13.815510557964274
Volkswagen,Polo,14,65000,Manual,second,Diesel,Nov-24,240000,12.388394202324129
Hyundai,Other_Models,11,49000,Manual,second,Hybrid/CNG,Nov-24,450000,13.017002861746503
Tata,Other_Models,9,15,Automatic,first,Hybrid/CNG,Nov-24,150000,11.918390573078392
Other_Brands,Other_Models,3,20591,Automatic,first,Hybrid/CNG,Nov-24,5275000,15.478489237326404
Maruti Suzuki,Other_Models,7,104000,Automatic,first,Diesel,Oct-24,695000,13.45166712454693
Mahindra,XUV500,7,65000,Manual,first,Diesel,Oct-24,970000,13.785051350479566
Honda,City,16,80000,Automatic,second,Hybrid/CNG,Nov-24,275000,12.524526376648708
Other_Brands,Rapid,7,54000,Automatic,first,Diesel,Nov-24,945000,13.758940206475879
Hyundai,i20,10,38000,Manual,first,Petrol,Nov-24,500000,13.122363377404328
Toyota,Corolla Altis,12,106000,Automatic,second,Hybrid/CNG,Nov-24,450000,13.017002861746503
Hyundai,Other_Models,6,123000,Automatic,first,Hybrid/CNG,Nov-24,310000,12.644327576461329
Other_Brands,Other_Models,3,30000,Automatic,first,Diesel,Nov-24,3850000,15.163583706263967
Toyota,Innova,10,160000,Manual,second,Diesel,Nov-24,1250000,14.038654109278484
Other_Brands,Other_Models,4,65000,Automatic,first,Diesel,Nov-24,975000,13.790192749979985
Maruti Suzuki,Ertiga,2,9990,Automatic,first,Hybrid/CNG,Nov-24,1100000,13.9108207377686
Maruti Suzuki,Swift-Dzire,14,76000,Manual,first,Hybrid/CNG,Nov-24,200000,12.206072645530174
Maruti Suzuki,Baleno,6,61000,Automatic,first,Petrol,Nov-24,645000,13.37700559577791
Toyota,Fortuner,2,7900,Automatic,first,Diesel,Nov-24,4575000,15.33611725669176
Maruti Suzuki,Ertiga,8,50000,Manual,second,Hybrid/CNG,Nov-24,796000,13.58735446482652
Mercedes-Benz,Other_Models,6,30000,Automatic,second,Diesel,Nov-24,2499999,14.731800889838349
Audi,Other_Models,9,99000,Automatic,second,Diesel,Nov-24,949000,13.763164077592064
Maruti Suzuki,Wagon-R,5,65874,Manual,second,Hybrid/CNG,Nov-24,490000,13.102160670086809
Mercedes-Benz,Other_Models,7,54855,Automatic,first,Diesel,Nov-24,6750000,15.725053062848712
Maruti Suzuki,Other_Models,3,170000,Automatic,first,Hybrid/CNG,Nov-24,170000,12.043553716032399
Other_Brands,Other_Models,7,35000,Automatic,first,Diesel,Nov-24,3200000,14.978661367769956
Maruti Suzuki,Baleno,7,72000,Manual,first,Hybrid/CNG,Nov-24,525000,13.17115354157376
Mercedes-Benz,E-Class,13,118000,Automatic,second,Diesel,Nov-24,785000,13.573438996764546
Maruti Suzuki,Other_Models,5,95000,Automatic,first,Petrol,Nov-24,751000,13.529160930746272
Toyota,Corolla Altis,17,92000,Automatic,second,Hybrid/CNG,Nov-24,270000,12.506177237980511
Maruti Suzuki,Wagon-R,13,110000,Automatic,second,Hybrid/CNG,Nov-24,105000,11.56171562913966
Maruti Suzuki,Wagon-R-1-0,5,48963,Manual,first,Hybrid/CNG,Nov-24,470000,13.060487973686241
Volkswagen,Other_Models,11,104600,Manual,second,Diesel,Nov-24,475000,13.071070083016778
Hyundai,i10,15,80000,Automatic,second,Hybrid/CNG,Nov-24,230000,12.345834587905333
Maruti Suzuki,Vitara-Brezza,6,65000,Manual,first,Diesel,Nov-24,399999,12.899217326086994
Maruti Suzuki,Other_Models,8,94000,Automatic,second,Diesel,Nov-24,799000,13.591116224748411
Other_Brands,Rapid,8,83000,Manual,first,Diesel,Nov-24,550000,13.217673557208654
Other_Brands,Other_Models,10,59000,Automatic,first,Diesel,Nov-24,1050000,13.864300722133706
Honda,Amaze,10,102000,Automatic,first,Hybrid/CNG,Nov-24,400000,12.89921982609012
Maruti Suzuki,Eeco,8,142000,Automatic,second,Hybrid/CNG,Nov-24,340000,12.736700896592344
Hyundai,Other_Models,8,84000,Automatic,second,Hybrid/CNG,Nov-24,935000,13.748301808270824
Honda,Other_Models,12,78000,Automatic,second,Hybrid/CNG,Nov-24,425000,12.959844447906553
Maruti Suzuki,Ertiga,10,5656,Manual,first,Diesel,Nov-24,300000,12.611537753638338
Honda,Other_Models,17,98000,Automatic,second,Petrol,Nov-24,350000,12.765688433465597
Other_Brands,Other_Models,7,32000,Manual,first,Petrol,Nov-24,500000,13.122363377404328
Honda,Amaze,6,30500,Automatic,second,Petrol,Nov-24,642000,13.372343582672098
Hyundai,Creta,2,8394,Manual,first,Petrol,Jul-24,1437000,14.178068165061163
Tata,Other_Models,15,60565,Manual,second,Diesel,Nov-24,280000,12.542544882151386
Maruti Suzuki,Celerio,6,68000,Manual,second,Hybrid/CNG,Oct-24,410000,12.92391243868049
Audi,Other_Models,9,69000,Automatic,second,Diesel,Nov-24,2950000,14.897315728316002
Hyundai,Other_Models,4,68000,Manual,first,Hybrid/CNG,Nov-24,695000,13.45166712454693
Hyundai,Grand i10,6,49000,Manual,second,Hybrid/CNG,Nov-24,535000,13.190022025878143
Audi,Other_Models,10,73000,Automatic,first,Diesel,Nov-24,999000,13.81451005763069
Toyota,Innova,11,125000,Manual,second,Diesel,Nov-24,750000,13.527828485512494
Maruti Suzuki,Eeco,15,123300,Automatic,second,Hybrid/CNG,Nov-24,180000,12.100712129872347
Maruti Suzuki,Swift,7,79000,Manual,first,Diesel,Nov-24,670000,13.415032991367148
Maruti Suzuki,Swift,13,89000,Manual,first,Diesel,Nov-24,243000,12.400816722322686
Maruti Suzuki,Celerio,6,78000,Manual,first,Hybrid/CNG,Nov-24,425000,12.959844447906553
Hyundai,Grand i10,11,62000,Manual,second,Petrol,Nov-24,395000,12.886641043883259
Mahindra,Thar,2,49000,Manual,first,Diesel,Nov-24,1575000,14.269765830241871
Other_Brands,KWID,5,68000,Automatic,first,Hybrid/CNG,Nov-24,325000,12.691580461311874
Honda,Other_Models,8,84000,Manual,second,Petrol,Nov-24,550000,13.217673557208654
Maruti Suzuki,Celerio,11,180000,Automatic,second,Hybrid/CNG,Nov-24,300000,12.611537753638338
Other_Brands,Other_Models,6,76000,Automatic,first,Diesel,Nov-24,2975000,14.905754596961867
Mercedes-Benz,Other_Models,8,150000,Automatic,first,Diesel,Sep-24,2750000,14.827111469642754
Hyundai,Grand i10,9,82000,Manual,second,Petrol,Nov-24,300000,12.611537753638338
BMW,Other_Models,13,85000,Automatic,first,Diesel,Sep-24,800000,13.592367006650065
Mercedes-Benz,Other_Models,2,10000,Automatic,first,Petrol,Nov-24,5500000,15.520258650202699
BMW,Other_Models,6,49000,Automatic,first,Diesel,Nov-24,2550000,14.75160391713461
BMW,Other_Models,7,43000,Automatic,first,Diesel,Nov-24,2300000,14.648419680899378
Maruti Suzuki,Ertiga,13,105000,Manual,second,Hybrid/CNG,Nov-24,450000,13.017002861746503
Mahindra,Scorpio,17,203045,Manual,first,Diesel,Nov-24,390001,12.873904582205107
Maruti Suzuki,Baleno,8,50000,Manual,second,Hybrid/CNG,Nov-24,500000,13.122363377404328
Hyundai,Other_Models,9,135000,Manual,first,Diesel,Oct-24,295000,12.594730635321957
Maruti Suzuki,Swift-Dzire,3,69000,Manual,first,Petrol,Nov-24,665000,13.407542319637992
Volkswagen,VentoTest,12,62000,Automatic,second,Petrol,Nov-24,325000,12.691580461311874
Other_Brands,Other_Models,14,70000,Manual,second,Hybrid/CNG,Nov-24,199000,12.201060103706629
Toyota,Corolla Altis,11,110000,Automatic,first,Hybrid/CNG,Nov-24,610000,13.321214236149494
Other_Brands,Ecosport,10,68530,Manual,second,Diesel,Sep-24,325000,12.691580461311874
Mahindra,Thar,4,10000,Automatic,second,Petrol,Nov-24,1345000,14.111904571018076
Mercedes-Benz,E-Class,5,42349,Automatic,second,Diesel,Oct-24,3790000,15.147876577058609
Maruti Suzuki,Wagon-R-1-0,8,62000,Automatic,second,Hybrid/CNG,Nov-24,340000,12.736700896592344
Maruti Suzuki,Baleno,8,35866,Automatic,first,Hybrid/CNG,Oct-24,499536,13.121434946545751
Other_Brands,Other_Models,10,78000,Manual,first,Diesel,Nov-24,450000,13.017002861746503
Maruti Suzuki,Baleno,1,16500,Automatic,first,Hybrid/CNG,Nov-24,900000,13.710150042306449
Maruti Suzuki,Celerio,10,65000,Automatic,second,Petrol,Nov-24,399000,12.896716695872
Other_Brands,Other_Models,7,43000,Automatic,first,Diesel,Nov-24,1890000,14.452087387035824
Maruti Suzuki,Swift-Dzire,14,80000,Manual,second,Diesel,Nov-24,190000,12.154779351142624
Hyundai,Other_Models,2,28000,Automatic,second,Diesel,Nov-24,1925000,14.470436525704022
Honda,Amaze,6,60000,Manual,second,Hybrid/CNG,Nov-24,535000,13.190022025878143
Other_Brands,Rapid,10,71000,Manual,first,Diesel,Jun-24,399000,12.896716695872
Maruti Suzuki,Ertiga,3,46000,Automatic,first,Hybrid/CNG,Oct-24,1175000,13.976778705560397
Maruti Suzuki,Ertiga,6,150000,Automatic,second,Hybrid/CNG,Nov-24,650000,13.38472764187182
Hyundai,Grand i10,8,100500,Manual,second,Diesel,Nov-24,345000,12.751299696013497
Maruti Suzuki,Ertiga,3,52000,Manual,first,Petrol,Nov-24,1175000,13.976778705560397
Hyundai,i10,8,57452,Manual,first,Petrol,Nov-24,490000,13.102160670086809
Hyundai,Other_Models,8,37000,Automatic,first,Petrol,Nov-24,1240000,14.03062193758122
Tata,Nexon,4,24000,Automatic,first,Petrol,Nov-24,925000,13.737549016494562
Maruti Suzuki,Wagon-R,12,126800,Manual,second,Petrol,Oct-24,360000,12.793859310432293
Mahindra,XUV500,9,81000,Manual,second,Diesel,Nov-24,699000,13.457406021215947
Tata,Other_Models,16,120000,Manual,second,Diesel,Nov-24,130000,11.77528972943772
Maruti Suzuki,Alto-800,12,75000,Manual,first,Hybrid/CNG,Nov-24,235000,12.367340793126296
Hyundai,i10,14,75000,Manual,second,Petrol,Nov-24,245000,12.409013489526863
Tata,Other_Models,15,160000,Manual,second,Diesel,Nov-24,280000,12.542544882151386
Honda,Other_Models,14,90000,Automatic,second,Petrol,Nov-24,399999,12.899217326086994
Maruti Suzuki,Other_Models,1,2000,Manual,first,Hybrid/CNG,Nov-24,1450000,14.187074114396758
Maruti Suzuki,Eeco,4,170000,Automatic,first,Hybrid/CNG,Nov-24,370000,12.821258284620408
Maruti Suzuki,Other_Models,11,25300,Manual,first,Diesel,Nov-24,574000,13.260384675301703
Toyota,Innova Crysta,4,77000,Automatic,first,Diesel,Nov-24,2651000,14.790447485271162
Honda,City,14,75875,Automatic,second,Petrol,Nov-24,295000,12.594730635321957
Toyota,Corolla Altis,16,120000,Manual,second,Hybrid/CNG,Nov-24,210000,12.254862809699606
Hyundai,Grand i10 Nios,4,62457,Manual,first,Hybrid/CNG,Oct-24,565000,13.244581010128577
BMW,Other_Models,3,500,Automatic,first,Petrol,Nov-24,6550000,15.694975607611434
Maruti Suzuki,Swift,19,100000,Manual,second,Petrol,Nov-24,210000,12.254862809699606
Other_Brands,Other_Models,12,99000,Manual,first,Diesel,Nov-24,180000,12.100712129872347
Maruti Suzuki,Celerio,7,58000,Automatic,second,Petrol,Oct-24,530000,13.180632285528304
Hyundai,Creta,9,74000,Automatic,second,Hybrid/CNG,Nov-24,850000,13.652991628466498
Maruti Suzuki,Wagon-R,10,51000,Manual,first,Petrol,Nov-24,240000,12.388394202324129
Maruti Suzuki,Swift,13,62816,Automatic,first,Petrol,Nov-24,435000,12.983101310070822
Mahindra,Thar,2,40000,Manual,first,Diesel,Sep-24,1380000,14.137594057133388
Maruti Suzuki,Celerio,8,49000,Manual,second,Petrol,Nov-24,360000,12.793859310432293
Maruti Suzuki,Other_Models,7,34200,Automatic,first,Hybrid/CNG,Nov-24,590000,13.287877815881902
Maruti Suzuki,Celerio,11,72000,Automatic,first,Petrol,Nov-24,345000,12.751299696013497
Maruti Suzuki,Swift-Dzire,7,58000,Automatic,first,Hybrid/CNG,Nov-24,555000,13.226723392728571
Maruti Suzuki,Swift-Dzire,1,37500,Automatic,first,Hybrid/CNG,Oct-24,300000,12.611537753638338
Maruti Suzuki,Swift-Dzire,11,83000,Manual,first,Hybrid/CNG,Nov-24,470000,13.060487973686241
Maruti Suzuki,Swift,16,175000,Manual,second,Hybrid/CNG,Nov-24,115000,11.652687407345388
Mercedes-Benz,E-Class,5,40000,Automatic,first,Petrol,Nov-24,4000000,15.201804919084164
Maruti Suzuki,Celerio,9,110000,Automatic,second,Hybrid/CNG,Nov-24,299000,12.608198852372823
Hyundai,Other_Models,8,45000,Manual,first,Petrol,Nov-24,395000,12.886641043883259
Mahindra,XUV500,8,58100,Automatic,second,Diesel,Nov-24,1260000,14.04662227892766
Other_Brands,Other_Models,14,95000,Manual,second,Petrol,Nov-24,265000,12.487485104968359
Other_Brands,Compass,7,80000,Manual,second,Diesel,Nov-24,750000,13.527828485512494
Maruti Suzuki,Wagon-R,13,77000,Manual,second,Hybrid/CNG,Nov-24,265000,12.487485104968359
Tata,Tiago,3,37000,Manual,first,Hybrid/CNG,Nov-24,650000,13.38472764187182
Hyundai,Other_Models,11,62500,Manual,first,Petrol,Nov-24,284999,12.560240950472702
Toyota,Innova Crysta,5,40000,Automatic,first,Diesel,Nov-24,1750000,14.375126345899696
Maruti Suzuki,Swift,5,65000,Manual,first,Hybrid/CNG,Nov-24,525000,13.17115354157376
Maruti Suzuki,Swift-Dzire,3,25000,Automatic,first,Hybrid/CNG,Nov-24,825000,13.623138665316818
Other_Brands,Other_Models,14,70000,Manual,second,Diesel,Nov-24,195000,12.180754837545884
Mercedes-Benz,Other_Models,7,78900,Automatic,first,Diesel,Oct-24,2000000,14.508657738524219
Maruti Suzuki,Wagon-R,11,58000,Manual,first,Hybrid/CNG,Nov-24,249000,12.425208175446844
Mahindra,Other_Models,11,111000,Manual,first,Diesel,Oct-24,700000,13.458835614025542
Maruti Suzuki,Celerio,7,26000,Manual,first,Hybrid/CNG,Nov-24,490000,13.102160670086809
Maruti Suzuki,Wagon-R,13,121981,Automatic,second,Hybrid/CNG,Nov-24,160000,11.982929094215963
Maruti Suzuki,Swift-Dzire,3,33,Manual,first,Hybrid/CNG,Nov-24,880000,13.687677186454389
Other_Brands,Other_Models,5,27800,Manual,first,Petrol,Nov-24,520000,13.16158409055761
Toyota,Other_Models,11,63000,Automatic,second,Hybrid/CNG,Nov-24,1011111,13.826560284260744
Tata,Other_Models,10,22000,Automatic,second,Petrol,Nov-24,269000,12.502466658583977
Mercedes-Benz,E-Class,7,55000,Automatic,first,Petrol,Nov-24,4400000,15.29711509888849
Other_Brands,Duster,11,152,Manual,second,Diesel,Nov-24,450000,13.017002861746503
Toyota,Other_Models,1,0,Automatic,first,Hybrid/CNG,Oct-24,3800000,15.150511624696614
BMW,5 Series,14,79000,Automatic,first,Diesel,Nov-24,1275000,14.058456736574664
Volkswagen,Other_Models,4,59084,Automatic,first,Petrol,Nov-24,1565000,14.26339638195639
Maruti Suzuki,Ertiga,12,76000,Manual,second,Hybrid/CNG,Nov-24,525000,13.17115354157376
Volkswagen,Other_Models,9,75000,Automatic,second,Petrol,Nov-24,530000,13.180632285528304
Maruti Suzuki,Wagon-R,9,73860,Automatic,second,Hybrid/CNG,Nov-24,317000,12.666657052859417
Honda,Other_Models,11,72000,Automatic,first,Petrol,Nov-24,525000,13.17115354157376
Toyota,Other_Models,7,67000,Manual,first,Hybrid/CNG,Oct-24,490000,13.102160670086809
Hyundai,Grand i10,10,68000,Manual,second,Diesel,Nov-24,310000,12.644327576461329
Toyota,Fortuner,3,11500,Automatic,first,Petrol,Nov-24,3600000,15.096444403426338
Maruti Suzuki,Wagon-R-1-0,10,80000,Manual,second,Hybrid/CNG,Nov-24,255000,12.449018824140563
Honda,Amaze,10,97422,Manual,second,Diesel,Nov-24,350000,12.765688433465597
BMW,Other_Models,14,57000,Automatic,second,Petrol,Nov-24,599999,13.304683267530228
Maruti Suzuki,Baleno,4,42470,Manual,first,Petrol,Nov-24,725000,13.493926933836812
Hyundai,Other_Models,11,91000,Manual,second,Diesel,Nov-24,450000,13.017002861746503
Hyundai,Grand i10,11,100000,Automatic,second,Diesel,Nov-24,350000,12.765688433465597
Maruti Suzuki,Celerio,3,99999,Manual,second,Hybrid/CNG,Nov-24,530000,13.180632285528304
Hyundai,Verna,6,68580,Automatic,second,Petrol,Nov-24,850000,13.652991628466498
Mahindra,XUV500,8,71000,Automatic,first,Diesel,Nov-24,745000,13.521139497361697
Hyundai,Grand i10,11,60000,Manual,second,Hybrid/CNG,Nov-24,350000,12.765688433465597
Tata,Other_Models,16,113000,Manual,second,Diesel,Nov-24,225000,12.323855681186558
Hyundai,Other_Models,18,100,Manual,first,Petrol,Nov-24,100000,11.512925464970229
Audi,A6,9,42000,Automatic,first,Petrol,Oct-24,2450000,14.71159858252091
Honda,Amaze,8,107000,Automatic,second,Hybrid/CNG,Nov-24,285000,12.560244459250788
Maruti Suzuki,Alto,15,48552,Manual,first,Petrol,Nov-24,178000,12.089538829274222
Hyundai,Venue,3,20596,Manual,first,Diesel,Oct-24,1090000,13.901688254205327
Other_Brands,Other_Models,7,45125,Manual,first,Petrol,Nov-24,235000,12.367340793126296
Maruti Suzuki,Wagon-R,5,65000,Automatic,first,Hybrid/CNG,Oct-24,480000,13.081541382884074
Maruti Suzuki,Eeco,3,15000,Automatic,first,Hybrid/CNG,Nov-24,550000,13.217673557208654
Honda,Amaze,11,58000,Manual,second,Petrol,Nov-24,250000,12.429216196844383
Honda,Other_Models,11,80000,Manual,second,Hybrid/CNG,Nov-24,430000,12.971540487669746
Maruti Suzuki,Swift-Dzire,13,80000,Automatic,first,Petrol,Nov-24,375000,12.834681304952548
Hyundai,Santro Xing,15,41250,Manual,second,Petrol,Nov-24,95000,11.461632170582678
Volkswagen,Polo,8,47513,Manual,first,Petrol,Nov-24,630000,13.353475098367715
Other_Brands,Other_Models,4,36000,Automatic,first,Petrol,Nov-24,1490000,14.214286677921642
Hyundai,Creta,3,44000,Automatic,first,Diesel,Nov-24,1690000,14.340239086899256
Hyundai,Other_Models,9,82000,Manual,first,Diesel,Nov-24,625000,13.345506928718539
Honda,Amaze,10,103000,Automatic,first,Hybrid/CNG,Nov-24,400000,12.89921982609012
Maruti Suzuki,Other_Models,14,67000,Manual,second,Petrol,Nov-24,235000,12.367340793126296
Maruti Suzuki,Alto-K10,8,82000,Manual,first,Hybrid/CNG,Nov-24,350000,12.765688433465597
Maruti Suzuki,Other_Models,13,85000,Automatic,second,Hybrid/CNG,Nov-24,110000,11.608235644774552
Honda,Other_Models,15,80000,Automatic,second,Hybrid/CNG,Nov-24,250000,12.429216196844383
Hyundai,Grand i10 Nios,3,50000,Manual,first,Hybrid/CNG,Oct-24,639999,13.369221892834634
Mahindra,Thar,3,13800,Manual,second,Diesel,Nov-24,1250000,14.038654109278484
Maruti Suzuki,Eeco,12,30,Automatic,second,Hybrid/CNG,Nov-24,120000,11.695247021764184
Mahindra,Thar,3,21700,Automatic,second,Diesel,Nov-24,1475000,14.204168547756057
Honda,Other_Models,8,68000,Manual,first,Petrol,Nov-24,475000,13.071070083016778
Other_Brands,KWID,5,55000,Automatic,second,Hybrid/CNG,Nov-24,325000,12.691580461311874
Honda,City,8,74000,Automatic,second,Petrol,Nov-24,765000,13.547631112808673
Honda,Jazz,10,53000,Automatic,second,Petrol,Nov-24,449999,13.017000639521811
Maruti Suzuki,Wagon-R,8,61200,Manual,first,Hybrid/CNG,Nov-24,385000,12.86099861326992
Maruti Suzuki,Eeco,8,63000,Manual,first,Hybrid/CNG,Nov-24,440000,12.994530005894443
Maruti Suzuki,Other_Models,7,25000,Automatic,first,Petrol,Nov-24,425000,12.959844447906553
Hyundai,Verna,11,60000,Manual,second,Hybrid/CNG,Oct-24,399000,12.896716695872
Maruti Suzuki,Other_Models,7,72000,Manual,first,Petrol,Nov-24,320000,12.676076274775909
Honda,City,10,52000,Automatic,first,Petrol,Nov-24,599000,13.303016877097587
Maruti Suzuki,Baleno,9,69000,Automatic,second,Hybrid/CNG,Nov-24,489999,13.1021586292684
Maruti Suzuki,Ertiga,6,60000,Automatic,first,Petrol,Nov-24,950000,13.764217263576723
Maruti Suzuki,Baleno,9,77500,Automatic,second,Hybrid/CNG,Nov-24,489999,13.1021586292684
Maruti Suzuki,Other_Models,2,10000,Manual,first,Hybrid/CNG,Nov-24,1250000,14.038654109278484
Toyota,Other_Models,9,100906,Automatic,first,Petrol,Nov-24,1575000,14.269765830241871
Other_Brands,Other_Models,3,54000,Automatic,first,Petrol,Nov-24,725000,13.493926933836812
Toyota,Other_Models,4,16500,Automatic,second,Petrol,Nov-24,840000,13.641157170819497
BMW,Other_Models,9,78000,Automatic,second,Diesel,Oct-24,2349000,14.66950026364105
Maruti Suzuki,Ritz,14,180000,Manual,first,Diesel,Nov-24,320000,12.676076274775909
Hyundai,Grand i10,7,35933,Automatic,first,Petrol,Nov-24,560001,13.235693848424024
Maruti Suzuki,Wagon-R,8,77000,Manual,first,Hybrid/CNG,Nov-24,420000,12.948009990259552
Maruti Suzuki,Other_Models,2,20000,Automatic,first,Hybrid/CNG,Nov-24,600000,13.304684934198283
Mahindra,Other_Models,3,14555,Automatic,first,Diesel,Nov-24,1095000,13.906264921232738
Maruti Suzuki,Celerio,7,49000,Automatic,first,Petrol,Nov-24,505000,13.132313708257497
Mahindra,Other_Models,3,69000,Manual,first,Diesel,Nov-24,1050000,13.864300722133706
Maruti Suzuki,Ertiga,7,72000,Manual,second,Hybrid/CNG,Nov-24,690000,13.444446876573442
Toyota,Corolla Altis,14,70000,Manual,second,Hybrid/CNG,Nov-24,240000,12.388394202324129
Maruti Suzuki,Ertiga,4,67000,Manual,first,Hybrid/CNG,Nov-24,1080000,13.892471599100402
Toyota,Innova,17,117815,Manual,first,Diesel,Nov-24,735000,13.507625778194974
Honda,Amaze,8,81000,Manual,first,Hybrid/CNG,Nov-24,375000,12.834681304952548
Hyundai,Santro Xing,16,65000,Manual,first,Petrol,Nov-24,210000,12.254862809699606
Toyota,Other_Models,9,78000,Manual,second,Hybrid/CNG,Nov-24,399999,12.899217326086994
Maruti Suzuki,Alto-800,6,86000,Manual,first,Hybrid/CNG,Nov-24,299000,12.608198852372823
Other_Brands,Rapid,9,78000,Automatic,first,Diesel,Nov-24,650000,13.38472764187182
Toyota,Other_Models,6,34750,Automatic,first,Petrol,Nov-24,650000,13.38472764187182
Hyundai,i10,18,79000,Manual,second,Hybrid/CNG,Nov-24,160000,11.982929094215963
Other_Brands,Compass,6,52500,Automatic,second,Petrol,Nov-24,1300000,14.077874822431765
